# Filename: 2DKT_FPquench_v2b_vst_T_0.999_0.95_lmax10_dl0.008_tmax10000_dt01e-05.dat
# Source: 2DKT_FPquench.c
# Source version: 2 (2011 Apr 06 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=124.025106721199264825
# Parameter values: iTfrac=0.999, qTfrac=0.95, lmax=10, lsteps=1250, (dl=0.008), lpts=1251, ldatamax=250, tmax=10000, dt0=1e-05, a0=1, a04=1, K0c=0.747853
# time-step	t	T/Tc	1-T/Tc	l	K	K/K0	G	vpdens
0	0	0.999	0.001	10	0.663319	0.886078	1.27535e-22	0.00149764
1	1e-05	0.95	0.05	10	0.691983	0.879029	1.27427e-22	0.00149759
2	2e-05	0.95	0.05	10	0.691984	0.879029	1.27427e-22	0.00149756
3	3e-05	0.95	0.05	10	0.691984	0.879029	1.27427e-22	0.00149754
4	4e-05	0.95	0.05	10	0.691984	0.87903	1.27427e-22	0.00149751
6	6e-05	0.95	0.05	10	0.691985	0.879031	1.27427e-22	0.00149745
8	8e-05	0.95	0.05	10	0.691986	0.879032	1.27427e-22	0.00149739
10	0.0001	0.95	0.05	10	0.691986	0.879033	1.27427e-22	0.00149733
12	0.00012	0.95	0.05	10	0.691987	0.879033	1.27427e-22	0.00149727
14	0.00014	0.95	0.05	10	0.691988	0.879034	1.27427e-22	0.00149721
17	0.00017	0.95	0.05	10	0.691989	0.879036	1.27427e-22	0.00149711
20	0.0002	0.95	0.05	10	0.69199	0.879037	1.27427e-22	0.00149702
24	0.00024	0.95	0.05	10	0.691992	0.879039	1.27427e-22	0.00149689
28	0.00028	0.95	0.05	10	0.691993	0.879041	1.27427e-22	0.00149675
32	0.00032	0.95	0.05	10	0.691995	0.879043	1.27427e-22	0.00149661
37	0.00037	0.95	0.05	10	0.691997	0.879046	1.27427e-22	0.00149644
43	0.00043	0.95	0.05	10	0.692	0.879049	1.27427e-22	0.00149622
49	0.00049	0.95	0.05	10	0.692002	0.879052	1.27427e-22	0.001496
56	0.00056	0.95	0.05	10	0.692005	0.879056	1.27427e-22	0.00149573
64	0.00064	0.95	0.05	10	0.692009	0.879061	1.27427e-22	0.00149542
73	0.00073	0.95	0.05	10	0.692013	0.879066	1.27427e-22	0.00149507
83	0.00083	0.95	0.05	10	0.692018	0.879072	1.27427e-22	0.00149466
94	0.00094	0.95	0.05	10	0.692023	0.879079	1.27427e-22	0.0014942
107	0.00107	0.95	0.05	10	0.692029	0.879087	1.27427e-22	0.00149364
121	0.00121	0.95	0.05	10	0.692037	0.879096	1.27427e-22	0.00149303
137	0.00137	0.95	0.05	10	0.692045	0.879107	1.27427e-22	0.00149231
155	0.00155	0.95	0.05	10	0.692054	0.879119	1.27427e-22	0.00149147
175	0.00175	0.95	0.05	10	0.692065	0.879133	1.27427e-22	0.00149052
197	0.00197	0.95	0.05	10	0.692078	0.879149	1.27427e-22	0.00148946
222	0.00222	0.95	0.05	10	0.692092	0.879167	1.27426e-22	0.00148821
250	0.0025	0.95	0.05	10	0.692109	0.879188	1.27426e-22	0.00148678
282	0.00282	0.95	0.05	10	0.692128	0.879212	1.27426e-22	0.00148511
318	0.00318	0.95	0.05	10	0.69215	0.879241	1.27426e-22	0.00148319
357	0.00357	0.95	0.05	10	0.692175	0.879272	1.27426e-22	0.00148106
402	0.00402	0.95	0.05	10	0.692205	0.87931	1.27426e-22	0.00147855
452	0.00452	0.95	0.05	10	0.692238	0.879352	1.27426e-22	0.0014757
508	0.00508	0.95	0.05	10	0.692276	0.879401	1.27425e-22	0.00147244
572	0.00572	0.95	0.05	10	0.692321	0.879458	1.27425e-22	0.00146864
642	0.00642	0.95	0.05	10	0.692371	0.879522	1.27425e-22	0.00146442
722	0.00722	0.95	0.05	10	0.69243	0.879596	1.27424e-22	0.00145951
811	0.00811	0.95	0.05	10	0.692497	0.879681	1.27424e-22	0.00145397
911	0.00911	0.95	0.05	10	0.692573	0.879777	1.27423e-22	0.00144766
1023	0.01023	0.95	0.05	10	0.69266	0.879888	1.27423e-22	0.0014405
1149	0.01149	0.95	0.05	10	0.69276	0.880015	1.27422e-22	0.00143237
1290	0.0129	0.95	0.05	10	0.692873	0.880159	1.27422e-22	0.00142321
1449	0.01449	0.95	0.05	10	0.693003	0.880323	1.27421e-22	0.00141281
1627	0.01627	0.95	0.05	10	0.69315	0.88051	1.2742e-22	0.00140114
1826	0.01826	0.95	0.05	10	0.693316	0.880722	1.27419e-22	0.00138808
2050	0.0205	0.95	0.05	10	0.693505	0.880962	1.27418e-22	0.00137342
2301	0.02301	0.95	0.05	10	0.693718	0.881233	1.27416e-22	0.00135708
2583	0.02583	0.95	0.05	10	0.693959	0.881538	1.27415e-22	0.00133889
2899	0.02899	0.95	0.05	10	0.694229	0.881882	1.27413e-22	0.00131875
3254	0.03254	0.95	0.05	10	0.694533	0.882267	1.27411e-22	0.0012965
