# Filename: 3Dvlt_macro_Tv_Op12_Cc0.75_lmax10_dl1e-05.dat
# Source: 3Dvlt_macro.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, A3=41.3417022403997549418, THETA=0.6
# Parameter values: OpA=1, OpB=2, N=3, Cc=0.75, K0c=0.379155245319099, lmax=10, lsteps=1000000, (dl=1e-05), lpts=1000001, a0=1, a03=1, a06=1
Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac'/a
15	1000000	1	2.51189e-07	10	0.713907	0.0102061	-0.0642065	1.88289	8.5483e-05	8.937e-29	22026.5	0.81693
16	1000000	1	3.16228e-07	10	0.800346	0.00671316	-0.0642065	2.11087	9.58331e-05	5.87839e-29	22026.5	0.874917
17	1000000	1	3.98107e-07	10	0.907633	0.0040835	-0.0642065	2.39383	0.00010868	3.57572e-29	22026.5	0.943509
18	1000000	0.999999	5.01187e-07	10	1.03925	0.00227519	-0.0642064	2.74097	0.00012444	1.99227e-29	22026.5	1
19	1000000	0.999999	6.30957e-07	10	1.1993	0.00104648	-0.0642064	3.1631	0.000143604	9.16353e-30	22026.5	1
20	1000000	0.999999	7.94328e-07	10	1.39233	0.000367823	-0.0642063	3.67218	0.000166717	3.22084e-30	22026.5	1
21	1000000	0.999999	1e-06	10	1.62205	9.36738e-05	-0.0642062	4.27805	0.000194223	8.20256e-31	22026.5	1
22	1000000	0.999999	1.25893e-06	10	1.89241	1.62962e-05	-0.0642062	4.99111	0.000226596	1.42698e-31	22026.5	1
23	1000000	0.999998	1.58489e-06	10	2.20874	1.81313e-06	-0.064206	5.82543	0.000264474	1.58767e-32	22026.5	1
24	1000000	0.999998	1.99526e-06	10	2.57816	1.19648e-07	-0.0642059	6.79974	0.000308708	1.0477e-33	22026.5	1
25	1000000	0.999997	2.51189e-06	10	3.00939	4.29063e-09	-0.0642057	7.93708	0.000360343	3.7571e-35	22026.5	1
26	1000000	0.999997	3.16228e-06	10	3.51276	7.55032e-11	-0.0642055	9.26466	0.000420615	6.61145e-37	22026.5	1
27	1000000	0.999996	3.98107e-06	10	4.10031	5.78794e-13	-0.0642052	10.8143	0.000490968	5.06822e-39	22026.5	1
28	1000000	0.999995	5.01187e-06	10	4.78615	1.68203e-15	-0.0642049	12.6231	0.000573089	1.47287e-41	22026.5	1
29	1000000	0.999994	6.30957e-06	10	5.5867	1.57556e-18	-0.0642044	14.7345	0.000668945	1.37964e-44	22026.5	1
30	1000000	0.999992	7.94328e-06	10	6.52116	3.93618e-22	-0.0642038	17.199	0.000780835	3.44672e-48	22026.5	1
31	1000000	0.99999	1e-05	10	7.61192	2.10257e-26	-0.0642031	20.0758	0.000911439	1.84112e-52	22026.5	1
32	1000000	0.999987	1.25893e-05	10	8.88512	1.85522e-31	-0.0642022	23.4337	0.00106389	1.62453e-57	22026.5	1
33	1000000	0.999984	1.58489e-05	10	10.3713	2.00076e-37	-0.0642011	27.3533	0.00124184	1.75197e-63	22026.5	1
34	1000000	0.99998	1.99526e-05	10	12.1061	1.85545e-44	-0.0641997	31.9284	0.00144955	1.62473e-70	22026.5	1
35	1000000	0.999975	2.51189e-05	10	14.131	9.81549e-53	-0.0641979	37.2688	0.001692	8.59495e-79	22026.5	1
36	1000000	0.999968	3.16228e-05	10	16.4947	1.83449e-62	-0.0641957	43.5024	0.00197501	1.60637e-88	22026.5	1
37	1000000	0.99996	3.98107e-05	10	19.2537	6.92424e-74	-0.0641928	50.7786	0.00230534	6.06322e-100	22026.5	1
38	1000000	0.99995	5.01187e-05	10	22.4743	2.74759e-87	-0.0641893	59.2718	0.00269093	2.40593e-113	22026.5	1
39	1000000	0.999937	6.30957e-05	10	26.2337	5.34896e-103	-0.0641848	69.1854	0.00314101	4.68382e-129	22026.5	1
40	1000000	0.999921	7.94328e-05	10	30.6219	2.09863e-121	-0.0641791	80.7571	0.00366637	1.83766e-147	22026.5	1
41	1000000	0.9999	0.0001	10	35.7443	5.87308e-143	-0.064172	94.264	0.00427958	5.14277e-169	22026.5	1
42	1000000	0.999874	0.000125893	10	41.7237	3.48688e-168	-0.0641631	110.03	0.00499535	3.05329e-194	22026.5	1
43	1000000	0.999842	0.000158489	10	48.7035	1.06611e-197	-0.0641519	128.432	0.00583081	9.3354e-224	22026.5	1
44	1000000	0.9998	0.000199526	10	56.8512	3.21417e-232	-0.0641377	149.912	0.00680599	2.81449e-258	22026.5	1
45	1000000	0.999749	0.000251189	10	66.3625	1.38667e-272	-0.0641199	174.983	0.00794422	1.21424e-298	22026.5	1
46	1000000	0.999684	0.000316228	10	77.4656	8.98607e-320	-0.0640975	204.246	0.00927277	0	22026.5	1
47	1000000	0.999602	0.000398107	10	90.4273	3.21143e-322	-0.0640694	238.402	0.0108234	0	22026.5	1
48	1000000	0.999499	0.000501187	10	105.559	2.76677e-322	-0.064034	278.267	0.0126333	0	22026.5	1
49	1000000	0.999369	0.000630957	10	123.225	2.37152e-322	-0.0639896	324.795	0.0147457	0	22026.5	1
50	1000000	0.999206	0.000794328	10	143.851	2.02567e-322	-0.0639337	379.097	0.017211	0	22026.5	1
51	1000000	0.999	0.001	10	167.933	1.72923e-322	-0.0638635	442.471	0.0200882	0	22026.5	1
52	1000000	0.998741	0.00125893	10	196.054	1.4822e-322	-0.0637755	516.43	0.0234459	0	22026.5	1
53	1000000	0.998415	0.00158489	10	228.893	1.28457e-322	-0.063665	602.734	0.0273641	0	22026.5	1
54	1000000	0.998005	0.00199526	10	267.246	1.08694e-322	-0.0635265	703.439	0.0319361	0	22026.5	1
55	1000000	0.997488	0.00251189	10	312.046	9.38725e-323	-0.063353	820.936	0.0372704	0	22026.5	1
56	1000000	0.996838	0.00316228	10	364.387	7.90505e-323	-0.0631359	958.01	0.0434936	0	22026.5	1
57	1000000	0.996019	0.00398107	10	425.551	6.91692e-323	-0.0628646	1117.9	0.0507525	0	22026.5	1
58	1000000	0.994988	0.00501187	10	497.048	5.92879e-323	-0.062526	1304.36	0.059218	0	22026.5	1
59	1000000	0.99369	0.00630957	10	580.653	4.94066e-323	-0.0621042	1521.78	0.0690885	0	22026.5	1
60	1000000	0.992057	0.00794328	10	678.463	3.95253e-323	-0.0615797	1775.19	0.0805936	0	22026.5	1
