# Filename: vlt_FPquench_v5_vsl_3_T_0.98_0.5_P_00.050_lmax10_dl8e-05_tmax100_dt00.0001_equil.dat
# Source: vlt_FPquench.c
# Source version: 5 (2011 Apr 05 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=41.3417022403997549418, THETA=0.6
# Parameter values: iTfrac=0.98, qTfrac=0.5, P=0.05 (Cc=1.10501, K0c=0.295614), lmax=10, lsteps=125000, (dl=8e-05), lpts=125001, ldatamax=250, tmax=100, dt0=0.0001, a0=1, a03=1, a06=1, FPconst=0.6, Lconst=1

# time step n_t = 0	t = 0.000000e+00	(dt = 1.000000e-04)
# T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G
0.98	0.02	0	0.301647	1	1	0.0372628
0.98	0.02	0.04	0.308014	1.02111	0.981069	0.0303218
0.98	0.02	0.08	0.314189	1.04158	0.9615	0.0246063
0.98	0.02	0.12	0.320164	1.06139	0.941364	0.0199157
0.98	0.02	0.16	0.32593	1.0805	0.920742	0.0160788
0.98	0.02	0.2	0.331483	1.09891	0.899713	0.0129501
0.98	0.02	0.24	0.336823	1.11661	0.878359	0.0104063
0.98	0.02	0.28	0.34195	1.13361	0.856763	0.00834407
0.98	0.02	0.32	0.346866	1.14991	0.835005	0.00667667
0.98	0.02	0.36	0.351579	1.16553	0.813164	0.00533196
0.98	0.02	0.4	0.356094	1.1805	0.791313	0.00425013
0.98	0.02	0.44	0.360422	1.19485	0.769525	0.00338177
0.98	0.02	0.48	0.364572	1.2086	0.747864	0.00268628
0.98	0.02	0.52	0.368556	1.22181	0.726392	0.00213037
0.98	0.02	0.56	0.372386	1.23451	0.705164	0.00168691
0.98	0.02	0.6	0.376078	1.24675	0.68423	0.00133379
0.98	0.02	0.64	0.379643	1.25857	0.663634	0.00105311
0.98	0.02	0.68	0.383098	1.27002	0.643415	0.000830356
0.98	0.02	0.72	0.386458	1.28116	0.623607	0.000653863
0.98	0.02	0.76	0.389736	1.29203	0.604238	0.00051423
0.98	0.02	0.8	0.392949	1.30268	0.585332	0.000403916
0.98	0.02	0.84	0.396113	1.31317	0.566908	0.000316884
0.98	0.02	0.88	0.399242	1.32354	0.548982	0.00024831
0.98	0.02	0.92	0.402352	1.33385	0.531565	0.000194347
0.98	0.02	0.96	0.405459	1.34415	0.514666	0.000151936
0.98	0.02	1	0.408578	1.35449	0.498289	0.000118642
0.98	0.02	1.04	0.411724	1.36492	0.482438	9.25367e-05
0.98	0.02	1.08	0.414914	1.37549	0.467112	7.20913e-05
0.98	0.02	1.12	0.418162	1.38626	0.452309	5.60971e-05
0.98	0.02	1.16	0.421483	1.39727	0.438026	4.35992e-05
0.98	0.02	1.2	0.424895	1.40858	0.424257	3.38444e-05
0.98	0.02	1.24	0.428413	1.42025	0.410997	2.62393e-05
0.98	0.02	1.28	0.432053	1.43231	0.398236	2.0317e-05
0.98	0.02	1.32	0.435831	1.44484	0.385967	1.57106e-05
0.98	0.02	1.36	0.439765	1.45788	0.374181	1.21321e-05
0.98	0.02	1.4	0.443873	1.4715	0.362867	9.35533e-06
0.98	0.02	1.44	0.448171	1.48575	0.352015	7.20352e-06
0.98	0.02	1.48	0.45268	1.50069	0.341615	5.53816e-06
0.98	0.02	1.52	0.457417	1.5164	0.331655	4.25101e-06
0.98	0.02	1.56	0.462404	1.53293	0.322124	3.25758e-06
0.98	0.02	1.6	0.467661	1.55036	0.313012	2.49195e-06
0.98	0.02	1.64	0.473211	1.56876	0.304308	1.9028e-06
0.98	0.02	1.68	0.479075	1.5882	0.295999	1.45015e-06
0.98	0.02	1.72	0.485279	1.60877	0.288076	1.10298e-06
0.98	0.02	1.76	0.491848	1.63054	0.280526	8.37154e-07
0.98	0.02	1.8	0.498808	1.65362	0.273341	6.33998e-07
