# Filename: vlt_FPquench_vsl_3_T_1_0.5_P_00.050_lmax10_dl0.04_tmax100_dt00.0001.dat
# Source: vlt_FPquench.c
# Source version: 7 (2011 Apr 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=41.3417022403997549418, THETA=0.6
# Parameter values: iTfrac=1, qTfrac=0.5, P=0.05 (Cc=1.10501, K0c=0.295614), lmax=10, lsteps=250, (dl=0.04), lpts=251, ldatamax=250, tmax=100, dt0=0.0001, a0=1, a03=1, a06=1, FPconst=1, Lconst=1
newlpts = 251

# time step n_t = 0	t = 0.000000e+00	(dt = 1.000000e-04)
# T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G	dG
1	0	0	0.295614	1	1	0.039797	0
1	0	0.04	0.301579	1.02018	0.980177	0.0324732	0	251
1	0	0.08	0.307318	1.03959	0.959666	0.0264288	0	251
1	0	0.12	0.31282	1.0582	0.938543	0.0214566	0	251
1	0	0.16	0.318075	1.07598	0.91689	0.0173793	0	251
1	0	0.2	0.323077	1.0929	0.894791	0.0140459	0	251
1	0	0.24	0.327821	1.10895	0.872332	0.0113283	0	251
1	0	0.28	0.332308	1.12413	0.849598	0.00911869	0	251
1	0	0.32	0.336537	1.13844	0.826674	0.0073267	0	251
1	0	0.36	0.340513	1.15188	0.803641	0.00587683	0	251
1	0	0.4	0.344239	1.16449	0.780579	0.00470639	0	251
1	0	0.44	0.347722	1.17627	0.75756	0.00376348	0	251
1	0	0.48	0.350969	1.18726	0.734654	0.00300534	0	251
1	0	0.52	0.353991	1.19748	0.711925	0.00239688	0	251
1	0	0.56	0.356796	1.20697	0.68943	0.00190936	0	251
1	0	0.6	0.359394	1.21576	0.667221	0.00151935	0	251
1	0	0.64	0.361797	1.22388	0.645344	0.0012078	0	251
1	0	0.68	0.364014	1.23138	0.62384	0.000959244	0	251
1	0	0.72	0.366058	1.2383	0.602744	0.000761197	0	251
1	0	0.76	0.367938	1.24466	0.582084	0.000603571	0	251
1	0	0.8	0.369666	1.2505	0.561886	0.000478244	0	251
1	0	0.84	0.371251	1.25586	0.542169	0.000378694	0	251
1	0	0.88	0.372704	1.26078	0.522949	0.000299687	0	251
1	0	0.92	0.374034	1.26528	0.504237	0.000237034	0	251
